,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CategoryOfMaterial,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,Unnamed: 20,Unnamed: 21,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
429,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,b,Bibliographies,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
430,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,c,Catalogs,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
431,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,d,Dictionaries,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
432,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,e,Encyclopedias,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
433,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,f,Handbooks,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
434,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,g,Legal articles,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
435,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,h,Biography,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
436,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,i,Indexes,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
437,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,k,Discographies,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
438,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,l,Legislation,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
439,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,m,Theses,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
440,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,n,Legal cases and case notes [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
441,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,n,Surveys of literature in a subject area,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
442,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,o,Reviews,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
443,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,p,Programmed texts,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
444,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,q,Filmographies,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
445,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,r,Directories,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
446,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,s,Statistics,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
447,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,t,Technical reports,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
448,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,u,Standards/specifications,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
449,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,v,Legal cases and case notes,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
450,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,w,Law reports and digests,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
451,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,y,Yearbooks,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
452,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,24,Nature of entire work,,,z,Treaties,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
453,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,#,No specified nature of contents,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
454,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,|,No attempt to code,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
455,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,5,Calendars,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
456,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,6,Comics/graphic novels,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
457,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,a,Abstracts/summaries,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
458,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,b,Bibliographies,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
459,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,c,Catalogs,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
460,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,d,Dictionaries,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
461,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,e,Encyclopedias,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
462,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,f,Handbooks,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
463,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,g,Legal articles,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
464,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,h,Biography,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
465,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,i,Indexes,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
466,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,k,Discographies,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
467,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,l,Legislation,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
468,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,m,Theses,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
469,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,n,Legal cases and case notes [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
470,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,n,Surveys of literature in a subject area,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
471,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,o,Reviews,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
472,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,p,Programmed texts,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
473,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,q,Filmographies,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
474,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,r,Directories,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
475,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,s,Statistics,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
476,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,t,Technical reports,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
477,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,u,Standards/specifications,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
478,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,v,Legal cases and case notes,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
479,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,w,Law reports and digests,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
480,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,x,Technical reports [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
481,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,y,Yearbooks,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
482,first pass,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,25-27,Nature of contents,,,z,Treaties,,,,,,,http://rdaregistry.info/Elements/w/P10004,has category of work,structured,,,,"From RDA to MARC mapping: rdaw:P10004 rdakit:hasM21 ""MARC 21 Bibliographic 008 /24-27 [identifier] (books, continuing resources)"" ."
483,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,28,Government publication,,,#,Not a government publication,,,,,,,,,,,,,
484,not mapped,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,28,Government publication,,,|,No attempt to code,,,,,,,,,,,,,
485,?,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,28,Government publication,,,a,Autonomous or semi-autonomous component,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,see also 006/11
486,?,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,28,Government publication,,,c,Multilocal,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,see also 006/11
487,?,8.0,FIXED-LENGTH DATA ELEMENTS--GENERAL INFORMATION (NR),,,,,,,CONTINUING RESOURCES,28,Government publication,,,f,Federal/national,,,,,,,http://rdaregistry.info/Elements/m/P30137,has note on manifestation,unstructured,,,,see also 006/11
